가게이름,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,재료가 신선해요,가성비가 좋아요,양이 많아요,인테리어가 멋져요,혼밥하기 좋아요,링크
뉴욕아파트먼트,0.286,0.155,0.132,0.123,0.066,0,0.054,0.184,0,https://m.place.naver.com/restaurant/19594124/review/visitor
서강8경,0.302,0.302,0.083,0.092,0.08,0,0,0.14,0,https://m.place.naver.com/restaurant/13353285/review/visitor
Monster Pizza,0.452,0.097,0,0.048,0.056,0.161,0.097,0,0.089,https://m.place.naver.com/restaurant/21817793/review/visitor
비볼리 합정점,0.261,0.159,0.106,0.08,0.133,0.106,0.065,0.09,0,https://m.place.naver.com/restaurant/37630215/review/visitor
구스토타코,0.433,0.126,0.14,0.054,0.084,0,0.051,0.072,0.04,https://m.place.naver.com/restaurant/33237660/review/visitor
킹케밥 홍대점,0.232,0.163,0.147,0.088,0.101,0.085,0.046,0,0.137,https://m.place.naver.com/restaurant/1518470167/review/visitor
원타코스,0.199,0.149,0.144,0.116,0.149,0.055,0.028,0.072,0.088,https://m.place.naver.com/restaurant/1236510493/review/visitor
week and weekend 상수점,0.274,0.177,0.053,0.113,0.173,0.068,0.041,0.06,0.041,https://m.place.naver.com/restaurant/1217411138/review/visitor
마녀찜닭 과 닭갈비,0.333,0.214,0.057,0.105,0.081,0,0.21,0,0,https://m.place.naver.com/restaurant/36543788/review/visitor
룸넘버3 상수점 카페 와인바,0.206,0.187,0.129,0.146,0.121,0.069,0,0.143,0,https://m.place.naver.com/restaurant/1240123131/review/visitor
더페이머스버거 홍대점,0.387,0.116,0.103,0.064,0.072,0.026,0.044,0.116,0.072,https://m.place.naver.com/restaurant/1343319874/review/visitor
홍대화덕피자,0.377,0.183,0.098,0.053,0.119,0.034,0.019,0.117,0,https://m.place.naver.com/restaurant/30837368/review/visitor
상수동블루스,0.301,0.151,0.234,0.05,0.055,0.037,0.037,0.134,0,https://m.place.naver.com/restaurant/33471612/review/visitor
감성타코 합정점,0.462,0.137,0.125,0.078,0,0,0.087,0.111,0,https://m.place.naver.com/restaurant/625311806/review/visitor
브렛피자,0.323,0.115,0.166,0.12,0.171,0.009,0.018,0.078,0,https://m.place.naver.com/restaurant/1800338473/review/visitor
틈,0.284,0.325,0,0.127,0,0,0,0.264,0,https://m.place.naver.com/restaurant/20601626/review/visitor
루시드,0.25,0.195,0.157,0.099,0.151,0.023,0.029,0.097,0,https://m.place.naver.com/restaurant/1354533620/review/visitor
파이프,0.214,0.167,0.119,0.167,0.095,0.048,0,0.19,0,https://m.place.naver.com/restaurant/1907155381/review/visitor
더피자보이즈 합정본점,0.503,0.108,0.103,0.031,0.056,0.061,0.083,0.056,0,https://m.place.naver.com/restaurant/37624477/review/visitor
안녕파스타씨,0.341,0.186,0.07,0.096,0.079,0.098,0.053,0.077,0,https://m.place.naver.com/restaurant/37207834/review/visitor
진짜파스타,0.265,0.195,0.034,0.077,0.055,0.211,0.107,0.025,0.032,https://m.place.naver.com/restaurant/154970292/review/visitor
empty plate,0.277,0.186,0.095,0.163,0.138,0.034,0,0.107,0,https://m.place.naver.com/restaurant/1996887120/review/visitor
필스버거앤펍,0.21,0.16,0.148,0.111,0.16,0.037,0.099,0.025,0.049,https://m.place.naver.com/restaurant/1276316423/review/visitor
자이온보트,0.321,0.125,0.217,0.022,0.027,0.033,0.06,0.196,0,https://m.place.naver.com/restaurant/31919100/review/visitor
21뉴욕피자,0.243,0.187,0.088,0.125,0.107,0.031,0.049,0.17,0,https://m.place.naver.com/restaurant/1057039099/review/visitor
23플래터,0.272,0.194,0.056,0.08,0.064,0.145,0.061,0.128,0,https://m.place.naver.com/restaurant/1637809662/review/visitor
익스첼 합정본점,0.214,0.198,0.16,0.13,0.099,0,0,0.198,0,https://m.place.naver.com/restaurant/1538106272/review/visitor
쿠차라 합정역점,0.323,0.076,0.08,0.076,0.168,0.049,0.085,0,0.144,https://m.place.naver.com/restaurant/1739922467/review/visitor
퍼기포레스트,0.273,0.164,0.109,0.091,0.064,0.1,0,0.2,0,https://m.place.naver.com/restaurant/1798430191/review/visitor
대한수제버거,0.184,0.14,0.108,0.113,0.145,0.149,0.044,0.059,0.058,https://m.place.naver.com/restaurant/1413052443/review/visitor
빼꼼하우스,0.228,0.248,0.084,0.101,0.081,0.07,0,0.188,0,https://m.place.naver.com/restaurant/1217710658/review/visitor
써브웨이 홍대아트점,0.325,0.143,0.02,0.052,0.163,0.078,0.048,0.01,0.161,https://m.place.naver.com/restaurant/38705494/review/visitor
츄리츄리,0.246,0.159,0.29,0.043,0.087,0,0.029,0.13,0.014,https://m.place.naver.com/restaurant/36868834/review/visitor
멕시코식당,0.389,0.126,0.203,0.054,0.078,0.035,0.031,0.066,0.017,https://m.place.naver.com/restaurant/1700484018/review/visitor
로로11,0.308,0.135,0.119,0.081,0.115,0.081,0.042,0.119,0,https://m.place.naver.com/restaurant/35003358/review/visitor
연우김밥,0.391,0.082,0.064,0.014,0.149,0.111,0.098,0,0.091,https://m.place.naver.com/restaurant/35781433/review/visitor
상수동떡볶이,0.276,0.232,0.025,0.079,0.079,0.133,0.039,0.01,0.128,https://m.place.naver.com/restaurant/1430560487/review/visitor
홍대김밥 신수점,0.359,0.154,0.013,0.053,0.114,0.095,0.048,0.005,0.16,https://m.place.naver.com/restaurant/1178550925/review/visitor
걸작떡볶이치킨 서울 합정점,0.464,0.145,0.055,0.045,0.055,0.118,0.118,0,0,https://m.place.naver.com/restaurant/1457591672/review/visitor
구가네 김밥,0.364,0.113,0.034,0.056,0.079,0.13,0.059,0,0.164,https://m.place.naver.com/restaurant/371599204/review/visitor
퐁퐁 꼬마김밥,0.258,0.157,0.064,0.047,0.153,0.123,0.051,0.004,0.144,https://m.place.naver.com/restaurant/1064886637/review/visitor
김밥말자,0.32,0.164,0.022,0.071,0.123,0.13,0.067,0,0.104,https://m.place.naver.com/restaurant/1908674776/review/visitor
로봇김밥 합정점,0.304,0.094,0.06,0.07,0.137,0.104,0.031,0,0.2,https://m.place.naver.com/restaurant/44906939/review/visitor
응급실국물떡볶이 서울광흥창역점,0.329,0.14,0.039,0.14,0.077,0.087,0.159,0,0.029,https://m.place.naver.com/restaurant/1097660525/review/visitor
골목분식,0.28,0.182,0.008,0.038,0.045,0.197,0.098,0.008,0.144,https://m.place.naver.com/restaurant/1953457857/review/visitor
연남스다이너,0.268,0.125,0,0.107,0.089,0.089,0.125,0,0.196,https://m.place.naver.com/restaurant/625487552/review/visitor
문짱김밥,0.403,0.215,0.04,0.054,0.114,0.04,0.027,0.013,0.094,https://m.place.naver.com/restaurant/1860007845/review/visitor
직구쭈꾸미덮밥n떡볶이,0.55,0,0.1,0.05,0.1,0.05,0.1,0,0.05,https://m.place.naver.com/restaurant/1647684528/review/visitor
서변동 마늘 떡볶이,0.253,0.179,0.053,0.095,0.095,0.168,0.147,0.011,0,https://m.place.naver.com/restaurant/1987001135/review/visitor
좋은열매,0.445,0.185,0.04,0,0.06,0.07,0.05,0,0.15,https://m.place.naver.com/restaurant/21016908/review/visitor
망원동즉석떡볶이,0.369,0.164,0.049,0.066,0.082,0.098,0.131,0.016,0.025,https://m.place.naver.com/restaurant/1895579040/review/visitor
신스티엔디,0.358,0.08,0.09,0.02,0.095,0.06,0.065,0.02,0.214,https://m.place.naver.com/restaurant/1341539764/review/visitor
밥줄 합정역점,0.367,0.094,0.038,0.03,0.059,0.166,0.029,0.006,0.211,https://m.place.naver.com/restaurant/1259792926/review/visitor
통영박이충무김밥,0.356,0.092,0.064,0.075,0.085,0.099,0.024,0.021,0.184,https://m.place.naver.com/restaurant/62087187/review/visitor
홍대24시스파 스낵,0.217,0.182,0.048,0.072,0.067,0.273,0.083,0.032,0.027,https://m.place.naver.com/restaurant/1385597977/review/visitor
아빠의양식당,0.343,0.2,0.107,0.125,0.157,0,0,0.068,0,https://m.place.naver.com/restaurant/38681947/review/visitor
새벽숯불가든,0.46,0.187,0.091,0.036,0.127,0.044,0.056,0,0,https://m.place.naver.com/restaurant/38016085/review/visitor
램랜드,0.482,0.215,0.144,0,0.077,0.042,0.04,0,0,https://m.place.naver.com/restaurant/11476441/review/visitor
서교주담 합정,0.376,0.125,0.177,0.116,0,0,0,0.207,0,https://m.place.naver.com/restaurant/1927755569/review/visitor
정가네정육식당,0.385,0.202,0.125,0,0.154,0.067,0.048,0.01,0.01,https://m.place.naver.com/restaurant/18779198/review/visitor
통통숯불고기 본점,0.336,0.176,0.076,0.046,0.069,0.198,0.099,0,0,https://m.place.naver.com/restaurant/13539443/review/visitor
돼지전 합정점,0.388,0.223,0.067,0.169,0.153,0,0,0,0,https://m.place.naver.com/restaurant/1097253141/review/visitor
한우명가,0.404,0.108,0.044,0,0.135,0.16,0.103,0,0.044,https://m.place.naver.com/restaurant/13179873/review/visitor
합정고깃집,0.338,0.201,0.034,0.064,0.139,0.192,0.032,0,0,https://m.place.naver.com/restaurant/38276889/review/visitor
합정생고기김치찌개,0.371,0.114,0.032,0.046,0.079,0.175,0.114,0,0.068,https://m.place.naver.com/restaurant/35940382/review/visitor
주무대,0.507,0.164,0.192,0.082,0,0.055,0,0,0,https://m.place.naver.com/restaurant/258955099/review/visitor
피그바,0.24,0.215,0.039,0.132,0.126,0.078,0.04,0.131,0,https://m.place.naver.com/restaurant/1006983247/review/visitor
상수주택,0.36,0.192,0.129,0.083,0,0.066,0,0.17,0,https://m.place.naver.com/restaurant/1430943747/review/visitor
훈민정음 서울합정점,0.39,0.208,0.134,0.109,0,0,0,0.159,0,https://m.place.naver.com/restaurant/1828888603/review/visitor
설램이길,0.262,0.19,0.083,0.14,0.14,0,0,0.184,0,https://m.place.naver.com/restaurant/1254839160/review/visitor
몽주방,0.419,0.16,0.159,0.092,0,0.049,0,0.122,0,https://m.place.naver.com/restaurant/1052840524/review/visitor
국제식당,0.335,0.15,0,0.049,0.094,0.226,0.099,0.047,0,https://m.place.naver.com/restaurant/37405553/review/visitor
합정유리,0.329,0.212,0.124,0.14,0,0,0,0.195,0,https://m.place.naver.com/restaurant/1651507835/review/visitor
괜찮은생고기,0.379,0.146,0.035,0,0.045,0.202,0.111,0.01,0.071,https://m.place.naver.com/restaurant/38274941/review/visitor
우담가&해담가,0.382,0.199,0.081,0.141,0.141,0,0.056,0,0,https://m.place.naver.com/restaurant/1699901907/review/visitor
철판집,0.401,0.216,0.176,0.054,0,0.099,0,0.054,0,https://m.place.naver.com/restaurant/37322669/review/visitor
남영동양문 합정점,0.319,0.212,0.15,0.088,0,0.133,0.044,0.053,0,https://m.place.naver.com/restaurant/1494582967/review/visitor
잠두봉더나인,0.54,0.253,0.057,0,0.046,0.103,0,0,0,https://m.place.naver.com/restaurant/38467626/review/visitor
함반,0.272,0.15,0.161,0.092,0.1,0.05,0.04,0.063,0.072,https://m.place.naver.com/restaurant/1431631412/review/visitor
대세 박목살 합정점,0.329,0.189,0.11,0.085,0.128,0.087,0.071,0,0,https://m.place.naver.com/restaurant/1697902012/review/visitor
행진,0.433,0.188,0.167,0,0.11,0.045,0,0.057,0,https://m.place.naver.com/restaurant/1714677355/review/visitor
합정옥,0.409,0.128,0.102,0.07,0.122,0.041,0.039,0,0.09,https://m.place.naver.com/restaurant/37434385/review/visitor
마부자생삼겹살 합정점,0.457,0.191,0.031,0.046,0.097,0.105,0.074,0,0,https://m.place.naver.com/restaurant/1630572480/review/visitor
지즐 미육회관 한우 오마카세 합정점,0.265,0.245,0.082,0.095,0,0.143,0,0.17,0,https://m.place.naver.com/restaurant/1226471334/review/visitor
양화로쭈꾸미,0.25,0.206,0,0.164,0.174,0.072,0.106,0.028,0,https://m.place.naver.com/restaurant/1766996125/review/visitor
명륜진사갈비 서울 합정점,0.3,0.145,0,0.047,0.053,0.282,0.173,0,0,https://m.place.naver.com/restaurant/1541014043/review/visitor
백두한우곱창,0.418,0.201,0.031,0.113,0.155,0.036,0.046,0,0,https://m.place.naver.com/restaurant/1070761534/review/visitor
덕이손만두,0.436,0.129,0.071,0.048,0.144,0.075,0.077,0,0.019,https://m.place.naver.com/restaurant/33636548/review/visitor
신김치생삼겹살,0.556,0.228,0.022,0.026,0.078,0.065,0.026,0,0,https://m.place.naver.com/restaurant/20887080/review/visitor
마포즉석모밀촌,0.371,0.047,0.036,0.018,0.07,0.15,0.226,0,0.082,https://m.place.naver.com/restaurant/33085455/review/visitor
남고집 합정,0.257,0.182,0.116,0.065,0.153,0.065,0.11,0.053,0,https://m.place.naver.com/restaurant/38009729/review/visitor
마포소금구이,0.56,0.12,0.086,0,0.068,0.117,0.049,0,0,https://m.place.naver.com/restaurant/18791537/review/visitor
고미태,0.234,0.083,0.208,0.132,0.135,0.047,0.029,0.016,0.117,https://m.place.naver.com/restaurant/1559943764/review/visitor
정육도,0.374,0.161,0.081,0.085,0.098,0.065,0.058,0.077,0,https://m.place.naver.com/restaurant/1680391092/review/visitor
합정뒷고기,0.41,0.187,0.073,0.027,0.077,0.17,0.047,0.01,0,https://m.place.naver.com/restaurant/37495195/review/visitor
돌황소곱창,0.373,0.209,0.064,0.053,0.138,0.069,0.093,0,0,https://m.place.naver.com/restaurant/18772202/review/visitor
돼지굴 돈마카세,0.267,0.244,0.198,0.035,0.047,0.116,0,0.093,0,https://m.place.naver.com/restaurant/1244383648/review/visitor
합정순대국,0.374,0.11,0.03,0.022,0.048,0.13,0.164,0,0.121,https://m.place.naver.com/restaurant/18791036/review/visitor
둥둥막창구이,0.426,0.152,0.063,0.022,0.081,0.139,0.117,0,0,https://m.place.naver.com/restaurant/37263734/review/visitor
각시보쌈,0.416,0.09,0.039,0.037,0.095,0.18,0.114,0,0.029,https://m.place.naver.com/restaurant/38274857/review/visitor
봄이보리밥 합정점,0.26,0.13,0.072,0.132,0.188,0.072,0.146,0,0,https://m.place.naver.com/restaurant/1980675959/review/visitor
형제한우곱창 합정직영점,0.372,0.217,0.041,0.07,0.165,0.076,0.059,0,0,https://m.place.naver.com/restaurant/1891825973/review/visitor
양화정,0.58,0.243,0,0,0.079,0.059,0.039,0,0,https://m.place.naver.com/restaurant/18364083/review/visitor
돼지대학교 무한리필,0.276,0.165,0.019,0.028,0.059,0.292,0.144,0.017,0,https://m.place.naver.com/restaurant/1842859846/review/visitor
원당국수 잘하는 집,0.328,0.097,0.057,0.022,0.104,0.174,0.151,0,0.066,https://m.place.naver.com/restaurant/21037841/review/visitor
숯닭,0.361,0.271,0.06,0.06,0.108,0.09,0.048,0,0,https://m.place.naver.com/restaurant/1582378176/review/visitor
콩청대,0.323,0.167,0.069,0.085,0.125,0.079,0.065,0,0.087,https://m.place.naver.com/restaurant/1320618841/review/visitor
식껍 합정점,0.322,0.224,0.075,0.126,0.115,0.089,0.049,0,0,https://m.place.naver.com/restaurant/1021506532/review/visitor
미삼,0.303,0.147,0.222,0.079,0.136,0.075,0.037,0,0,https://m.place.naver.com/restaurant/1241375855/review/visitor
지리산어탕국수 합정점,0.393,0.092,0.128,0.026,0.069,0.098,0.134,0,0.059,https://m.place.naver.com/restaurant/13531524/review/visitor
엄마손생선구이,0.422,0.099,0.023,0.027,0.083,0.155,0.091,0,0.099,https://m.place.naver.com/restaurant/34349216/review/visitor
합정식,0.312,0.081,0.03,0.077,0.067,0.143,0.087,0,0.204,https://m.place.naver.com/restaurant/73603981/review/visitor
구공탄곱창 합정2호점,0.453,0.178,0.063,0.027,0.054,0.097,0.1,0.027,0,https://m.place.naver.com/restaurant/37468024/review/visitor
생선구이전문점,0.393,0.157,0.026,0.022,0.094,0.15,0.094,0.004,0.06,https://m.place.naver.com/restaurant/18793292/review/visitor
군산아구찜,0.394,0.141,0.034,0.036,0.103,0.113,0.158,0,0.02,https://m.place.naver.com/restaurant/38729006/review/visitor
닭날다,0.363,0.183,0.096,0.068,0.068,0.064,0.032,0.127,0,https://m.place.naver.com/restaurant/36395673/review/visitor
미필담,0.217,0.153,0.175,0.148,0.069,0.016,0.021,0.016,0.185,https://m.place.naver.com/restaurant/1006791410/review/visitor
지호한방삼계탕 합정점,0.488,0.139,0.057,0.055,0.108,0.046,0.077,0,0.029,https://m.place.naver.com/restaurant/12958800/review/visitor
버섯마루,0.375,0.127,0.085,0.042,0.214,0.073,0.085,0,0,https://m.place.naver.com/restaurant/18322286/review/visitor
호남돼지한마당,0.355,0.175,0.092,0.06,0.132,0.072,0.069,0,0.046,https://m.place.naver.com/restaurant/18792685/review/visitor
우뚝이,0.309,0.175,0.025,0.138,0.087,0.058,0.04,0.047,0.12,https://m.place.naver.com/restaurant/1133609115/review/visitor
백채김치찌개 합정역점,0.366,0.127,0.026,0.033,0.088,0.141,0.18,0,0.039,https://m.place.naver.com/restaurant/1769475988/review/visitor
봉추찜닭 합정교보문고점,0.426,0.207,0.033,0.148,0.07,0.039,0.076,0,0,https://m.place.naver.com/restaurant/929067525/review/visitor
옹달샘 합정감자탕,0.435,0.162,0,0.051,0.088,0.069,0.111,0.014,0.069,https://m.place.naver.com/restaurant/37648635/review/visitor
상수곱창,0.376,0.22,0.035,0.135,0.121,0.05,0.035,0.028,0,https://m.place.naver.com/restaurant/1875845170/review/visitor
비사벌전주콩나물국밥 합정점,0.381,0.128,0.024,0.022,0.09,0.128,0.105,0,0.122,https://m.place.naver.com/restaurant/20272174/review/visitor
꺼꾸잽이 초장집 합정점,0.497,0.262,0.131,0,0,0.06,0,0.049,0,https://m.place.naver.com/restaurant/1706951884/review/visitor
마담 풍천 합정,0.249,0.149,0.111,0.069,0.131,0.054,0.129,0.108,0,https://m.place.naver.com/restaurant/1086548334/review/visitor
하동우렁추어탕 합정본점,0.457,0.139,0.056,0.068,0.093,0.051,0.089,0,0.047,https://m.place.naver.com/restaurant/40976246/review/visitor
필참치,0.329,0.173,0.036,0.049,0.178,0.151,0.058,0,0.027,https://m.place.naver.com/restaurant/37649162/review/visitor
상곱창,0.293,0.252,0,0.202,0.125,0.06,0.067,0,0,https://m.place.naver.com/restaurant/1642956496/review/visitor
어사출또 합정역점,0.318,0.14,0.036,0.038,0.153,0.247,0.068,0,0,https://m.place.naver.com/restaurant/1147146405/review/visitor
바람길,0.423,0.216,0.081,0,0.117,0.063,0.072,0,0.027,https://m.place.naver.com/restaurant/1589734404/review/visitor
합정숯불갈비,0.352,0.208,0.028,0.069,0.134,0.134,0.056,0,0.019,https://m.place.naver.com/restaurant/1042616208/review/visitor
꼬꼬댁옻닭닭곰탕,0.395,0.17,0.058,0.045,0.099,0.13,0.063,0,0.04,https://m.place.naver.com/restaurant/1433337733/review/visitor
최강금돈까스,0.302,0.187,0.099,0.105,0.115,0.018,0.038,0.029,0.107,https://m.place.naver.com/restaurant/1508260607/review/visitor
교다이야,0.367,0.158,0.142,0.056,0.107,0.034,0.073,0.015,0.048,https://m.place.naver.com/restaurant/36864685/review/visitor
잇텐고,0.323,0.126,0.196,0.034,0.06,0.052,0.023,0.055,0.131,https://m.place.naver.com/restaurant/38262843/review/visitor
이키,0.258,0.195,0.117,0.102,0,0.141,0,0.188,0,https://m.place.naver.com/restaurant/1059830571/review/visitor
간코 합정본점,0.334,0.14,0.094,0.088,0.095,0.06,0.082,0.026,0.08,https://m.place.naver.com/restaurant/1070992505/review/visitor
아소토,0.458,0.186,0.169,0.059,0,0,0,0.127,0,https://m.place.naver.com/restaurant/1567681535/review/visitor
이리에라멘,0.274,0.13,0.17,0.047,0.083,0.046,0.066,0.021,0.163,https://m.place.naver.com/restaurant/1325232969/review/visitor
스키야키201,0.243,0.175,0,0.158,0.182,0.044,0.064,0.134,0,https://m.place.naver.com/restaurant/1615292526/review/visitor
아키야라멘,0.302,0.136,0.114,0.084,0.055,0.043,0.057,0.022,0.188,https://m.place.naver.com/restaurant/1464984328/review/visitor
야끼니꾸소량 합정본점,0.257,0.184,0.151,0.048,0.135,0.088,0.027,0.089,0.023,https://m.place.naver.com/restaurant/1127457729/review/visitor
가츠신 본점,0.365,0.137,0.038,0.028,0.127,0.073,0.148,0.009,0.075,https://m.place.naver.com/restaurant/1099123355/review/visitor
미카도스시 합정역점,0.297,0.159,0.035,0.081,0.096,0.211,0.018,0,0.104,https://m.place.naver.com/restaurant/1527559550/review/visitor
쿠이신보,0.43,0.178,0.155,0.036,0.113,0.036,0,0.034,0.018,https://m.place.naver.com/restaurant/36266067/review/visitor
카에루,0.456,0.152,0.232,0.048,0,0.064,0,0.048,0,https://m.place.naver.com/restaurant/37286386/review/visitor
미스타교자 미니합정점,0.25,0.159,0.138,0.087,0.072,0.12,0.022,0.101,0.051,https://m.place.naver.com/restaurant/1279919457/review/visitor
스미비클럽,0.285,0.193,0.133,0.126,0.109,0.031,0,0.123,0,https://m.place.naver.com/restaurant/1259640588/review/visitor
오마카세 스시미야비,0.283,0.175,0.067,0.131,0.152,0.047,0.03,0.114,0,https://m.place.naver.com/restaurant/1363561300/review/visitor
윤멘,0.233,0.191,0.134,0.107,0.059,0.016,0.064,0.041,0.155,https://m.place.naver.com/restaurant/1704339246/review/visitor
돈까스광명,0.262,0.114,0.089,0.063,0.131,0.059,0.063,0.055,0.165,https://m.place.naver.com/restaurant/1640683116/review/visitor
신야텐야 합정교보문고점,0.293,0.151,0.078,0.044,0.078,0.063,0.093,0,0.2,https://m.place.naver.com/restaurant/50564877/review/visitor
오프모먼트,0.422,0.234,0.169,0.058,0,0,0,0.117,0,https://m.place.naver.com/restaurant/1199774733/review/visitor
스시강,0.353,0.138,0.022,0.056,0.144,0.138,0.073,0,0.076,https://m.place.naver.com/restaurant/93725304/review/visitor
카즈,0.457,0.189,0.14,0.122,0,0,0,0.091,0,https://m.place.naver.com/restaurant/35222006/review/visitor
히게쯔라,0.403,0.245,0.171,0.12,0,0,0,0.06,0,https://m.place.naver.com/restaurant/1111599187/review/visitor
네즈,0.349,0.211,0.135,0.155,0,0.035,0,0.115,0,https://m.place.naver.com/restaurant/1125037096/review/visitor
남자식탁,0.407,0.234,0.156,0.09,0,0.072,0,0.042,0,https://m.place.naver.com/restaurant/468898817/review/visitor
준지의아름다운하루,0.433,0.192,0.087,0.077,0,0.135,0,0.077,0,https://m.place.naver.com/restaurant/33979729/review/visitor
논베,0.311,0.213,0.164,0.131,0,0,0,0.18,0,https://m.place.naver.com/restaurant/1589257764/review/visitor
카레성지,0.309,0.107,0.096,0.101,0.073,0.051,0.079,0.022,0.163,https://m.place.naver.com/restaurant/1734353460/review/visitor
미야비 하나레,0.396,0.17,0.17,0.163,0,0,0,0.101,0,https://m.place.naver.com/restaurant/1568802813/review/visitor
로쿠찬,0.232,0.125,0.161,0.107,0.196,0.054,0,0.036,0.089,https://m.place.naver.com/restaurant/1374506500/review/visitor
퓨전선술집,0.3,0.2,0.45,0.05,0,0,0,0,0,https://m.place.naver.com/restaurant/31564332/review/visitor
불과인간,0.233,0.186,0.116,0.093,0.047,0.07,0.023,0.233,0,https://m.place.naver.com/restaurant/1914033176/review/visitor
강정배스시,0.341,0.14,0.035,0.08,0.111,0.127,0.041,0.016,0.108,https://m.place.naver.com/restaurant/38274871/review/visitor
마담갓포,0.211,0.158,0.105,0.026,0.184,0.053,0.026,0.237,0,https://m.place.naver.com/restaurant/1416089642/review/visitor
초밥맛짱,0.323,0.124,0.069,0.028,0.074,0.18,0.115,0,0.088,https://m.place.naver.com/restaurant/34349433/review/visitor
멘텐도,0.31,0.024,0.19,0.048,0.071,0,0,0.048,0.31,https://m.place.naver.com/restaurant/1011396351/review/visitor
채선당 샤브보트 합정딜라이트점,0.304,0.086,0.032,0.062,0.157,0.101,0.031,0,0.227,https://m.place.naver.com/restaurant/1217213059/review/visitor
고씨네 합정교보문고점,0.388,0.139,0.04,0.035,0.09,0.05,0.124,0,0.134,https://m.place.naver.com/restaurant/602427062/review/visitor
니타로,0.333,0.167,0.062,0,0.125,0.062,0.104,0.062,0.083,https://m.place.naver.com/restaurant/36177642/review/visitor
소노야,0.371,0.064,0.024,0.084,0.038,0.145,0.09,0,0.185,https://m.place.naver.com/restaurant/1905696578/review/visitor
오쿠보이자카야,0.386,0.25,0.136,0.114,0,0.114,0,0,0,https://m.place.naver.com/restaurant/1209006404/review/visitor
움달,0.407,0.121,0.089,0.062,0.135,0.016,0.081,0.022,0.067,https://m.place.naver.com/restaurant/1573127169/review/visitor
파동,0.29,0.192,0.117,0.103,0.112,0.029,0.036,0.077,0.043,https://m.place.naver.com/restaurant/1837278176/review/visitor
펑요우 합정역본점,0.245,0.163,0.166,0.1,0.082,0.039,0.045,0.16,0,https://m.place.naver.com/restaurant/1125868308/review/visitor
103호 심야식당,0.3,0.183,0.179,0.052,0.056,0.053,0.034,0.143,0,https://m.place.naver.com/restaurant/1618574788/review/visitor
강남,0.452,0.09,0.032,0.04,0.099,0.101,0.146,0,0.041,https://m.place.naver.com/restaurant/18604508/review/visitor
황금룡,0.385,0.167,0.109,0.049,0.081,0.067,0.088,0,0.054,https://m.place.naver.com/restaurant/30836615/review/visitor
중화요리 연,0.493,0.134,0.036,0.106,0.086,0.047,0.072,0,0.025,https://m.place.naver.com/restaurant/1760807324/review/visitor
웅장,0.321,0.211,0.215,0.101,0,0.03,0,0.122,0,https://m.place.naver.com/restaurant/1335794325/review/visitor
주카바 아치,0.29,0.173,0.216,0.135,0,0.048,0,0.137,0,https://m.place.naver.com/restaurant/1032701841/review/visitor
준이네당산양꼬치,0.495,0.138,0.08,0.024,0.073,0.089,0.102,0,0,https://m.place.naver.com/restaurant/36851646/review/visitor
밍밍,0.2,0.12,0.106,0.126,0.103,0.16,0.063,0.037,0.086,https://m.place.naver.com/restaurant/1393727773/review/visitor
동일루,0.352,0.186,0.11,0.031,0.145,0.038,0.071,0.021,0.047,https://m.place.naver.com/restaurant/36615409/review/visitor
홍차이,0.289,0.153,0.053,0.084,0.146,0.093,0.138,0,0.045,https://m.place.naver.com/restaurant/1586430962/review/visitor
스파카 나폴리,0.452,0.127,0.148,0,0.181,0,0,0.091,0,https://m.place.naver.com/restaurant/20136283/review/visitor
몰토베네,0.316,0.225,0.16,0.066,0.136,0.014,0,0.084,0,https://m.place.naver.com/restaurant/239322834/review/visitor
저스티나,0.256,0.145,0.089,0.138,0.061,0,0,0.309,0,https://m.place.naver.com/restaurant/1580543297/review/visitor
멕시코다이너,0.379,0.107,0.172,0.083,0.071,0.034,0.044,0.111,0,https://m.place.naver.com/restaurant/1795366632/review/visitor
FISH BUCKET,0.283,0.09,0.071,0.054,0.219,0.052,0.053,0.013,0.164,https://m.place.naver.com/restaurant/1679177431/review/visitor
라뜰리에 파사주,0.324,0.133,0.157,0.117,0.09,0.043,0,0.136,0,https://m.place.naver.com/restaurant/1190375718/review/visitor
스프링비스트로,0.277,0.151,0.145,0.102,0.111,0.03,0.02,0.164,0,https://m.place.naver.com/restaurant/1062472699/review/visitor
웨스트빌 피자,0.362,0.156,0.151,0.08,0.101,0.059,0.055,0.036,0,https://m.place.naver.com/restaurant/1212702695/review/visitor
아로,0.36,0.176,0.121,0.087,0.073,0,0.019,0.165,0,https://m.place.naver.com/restaurant/1845979023/review/visitor
넌덕,0.277,0.159,0.089,0.075,0.12,0.024,0.022,0.113,0.12,https://m.place.naver.com/restaurant/1255383366/review/visitor
오스테리아샘킴,0.273,0.18,0.155,0.094,0.137,0.016,0,0.145,0,https://m.place.naver.com/restaurant/993990809/review/visitor
슬로우야드 바베큐,0.258,0.193,0.164,0.183,0,0,0,0.201,0,https://m.place.naver.com/restaurant/1721939875/review/visitor
매드포갈릭 합정점,0.436,0.227,0.092,0.153,0,0,0,0.092,0,https://m.place.naver.com/restaurant/1082109729/review/visitor
폴베리,0.23,0.149,0.16,0.097,0.168,0.026,0,0.099,0.071,https://m.place.naver.com/restaurant/1605252724/review/visitor
