가게 이름,1,인원 수,2,인원 수,3,인원 수,4,인원 수,5,인원 수,6,인원 수,7,인원 수,8,인원 수,9,인원 수,10,인원 수,
틈새라면 홍대놀이터점,음식이 맛있어요,124,혼밥하기 좋아요,87,친절해요,57,가성비가 좋아요,52,특별한 메뉴가 있어요,29,양이 많아요,21,매장이 청결해요,17,재료가 신선해요,14,뷰가 좋아요,3,특별한 날 가기 좋아요,2,https://m.place.naver.com/restaurant/1411060895/review/visitor
틈새라면 신촌점,음식이 맛있어요,103,혼밥하기 좋아요,66,친절해요,48,가성비가 좋아요,46,특별한 메뉴가 있어요,27,매장이 청결해요,14,양이 많아요,12,재료가 신선해요,11,뷰가 좋아요,5,인테리어가 멋져요,3,https://m.place.naver.com/restaurant/38506397/review/visitor
골드김밥,음식이 맛있어요,70,재료가 신선해요,34,혼밥하기 좋아요,30,친절해요,28,특별한 메뉴가 있어요,27,매장이 청결해요,19,가성비가 좋아요,11,양이 많아요,10,인테리어가 멋져요,1,매장이 넓어요,1,https://m.place.naver.com/restaurant/1197946103/review/visitor
우리할매떡볶이 가재울점,음식이 맛있어요,483,친절해요,134,가성비가 좋아요,133,특별한 메뉴가 있어요,68,혼밥하기 좋아요,64,양이 많아요,55,매장이 청결해요,53,재료가 신선해요,48,주차하기 편해요,18,화장실이 깨끗해요,9,https://m.place.naver.com/restaurant/1034553261/review/visitor
나드리김밥 홍대입구역점,음식이 맛있어요,457,혼밥하기 좋아요,354,가성비가 좋아요,297,친절해요,138,재료가 신선해요,110,특별한 메뉴가 있어요,85,매장이 청결해요,78,양이 많아요,27,매장이 넓어요,7,특별한 날 가기 좋아요,6,https://m.place.naver.com/restaurant/1238975810/review/visitor
왕초떡복이 본점,음식이 맛있어요,283,친절해요,126,가성비가 좋아요,92,양이 많아요,67,혼밥하기 좋아요,54,재료가 신선해요,39,특별한 메뉴가 있어요,30,매장이 청결해요,28,특별한 날 가기 좋아요,9,매장이 넓어요,3,https://m.place.naver.com/restaurant/1853171151/review/visitor
김밥가미 서교,음식이 맛있어요,171,혼밥하기 좋아요,91,친절해요,69,가성비가 좋아요,61,재료가 신선해요,60,매장이 청결해요,34,양이 많아요,21,특별한 메뉴가 있어요,19,뷰가 좋아요,5,인테리어가 멋져요,4,https://m.place.naver.com/restaurant/1579227591/review/visitor
동대문엽기떡볶이 홍대점,음식이 맛있어요,313,양이 많아요,86,친절해요,78,특별한 메뉴가 있어요,55,가성비가 좋아요,48,재료가 신선해요,29,혼밥하기 좋아요,24,매장이 넓어요,20,특별한 날 가기 좋아요,10,인테리어가 멋져요,9,https://m.place.naver.com/restaurant/33891143/review/visitor
김밥천국 홍대본점,음식이 맛있어요,184,가성비가 좋아요,133,혼밥하기 좋아요,123,친절해요,84,양이 많아요,52,매장이 청결해요,48,매장이 넓어요,43,재료가 신선해요,23,특별한 메뉴가 있어요,20,화장실이 깨끗해요,17,https://m.place.naver.com/restaurant/1288621176/review/visitor
육미안 연남점,음식이 맛있어요,56,친절해요,48,고기 질이 좋아요,33,특별한 메뉴가 있어요,22,매장이 청결해요,22,직접 잘 구워줘요,18,양이 많아요,17,인테리어가 멋져요,15,특별한 날 가기 좋아요,12,가성비가 좋아요,8,https://m.place.naver.com/restaurant/1231465853/review/visitor
풀뜯는돼지,음식이 맛있어요,395,재료가 신선해요,229,친절해요,219,특별한 메뉴가 있어요,182,매장이 청결해요,89,가성비가 좋아요,60,직접 잘 구워줘요,37,양이 많아요,28,단체모임 하기 좋아요,20,화장실이 깨끗해요,18,https://m.place.naver.com/restaurant/1630360144/review/visitor
연남제비,음식이 맛있어요,235,친절해요,142,재료가 신선해요,78,매장이 청결해요,75,특별한 메뉴가 있어요,60,인테리어가 멋져요,25,특별한 날 가기 좋아요,21,양이 많아요,18,고기 질이 좋아요,18,직접 잘 구워줘요,18,https://m.place.naver.com/restaurant/1090105095/review/visitor
숲길정육점,음식이 맛있어요,142,친절해요,47,재료가 신선해요,41,특별한 메뉴가 있어요,39,양이 많아요,19,가성비가 좋아요,16,매장이 청결해요,12,고기 질이 좋아요,11,단체모임 하기 좋아요,10,매장이 넓어요,5,https://m.place.naver.com/restaurant/1276500986/review/visitor
화설 연남점,음식이 맛있어요,357,친절해요,249,매장이 청결해요,195,재료가 신선해요,159,특별한 메뉴가 있어요,121,특별한 날 가기 좋아요,119,인테리어가 멋져요,114,고기 질이 좋아요,107,가성비가 좋아요,105,양이 많아요,89,https://m.place.naver.com/restaurant/1303451450/review/visitor
이억만껍데기,음식이 맛있어요,149,가성비가 좋아요,59,친절해요,52,양이 많아요,37,재료가 신선해요,33,특별한 메뉴가 있어요,31,고기 질이 좋아요,14,매장이 청결해요,9,단체모임 하기 좋아요,9,매장이 넓어요,4,https://m.place.naver.com/restaurant/1703927354/review/visitor
꿀돼지집,음식이 맛있어요,231,친절해요,116,양이 많아요,62,특별한 메뉴가 있어요,60,재료가 신선해요,57,가성비가 좋아요,48,매장이 청결해요,20,인테리어가 멋져요,17,단체모임 하기 좋아요,17,매장이 넓어요,15,https://m.place.naver.com/restaurant/1447063578/review/visitor
화씨이육공 연남점,음식이 맛있어요,731,친절해요,515,매장이 청결해요,400,재료가 신선해요,318,인테리어가 멋져요,273,매장이 넓어요,184,특별한 메뉴가 있어요,157,가성비가 좋아요,104,단체모임 하기 좋아요,103,특별한 날 가기 좋아요,100,https://m.place.naver.com/restaurant/1199238297/review/visitor
헤이죠지,음식이 맛있어요,831,인테리어가 멋져요,597,친절해요,482,특별한 메뉴가 있어요,441,특별한 날 가기 좋아요,276,매장이 청결해요,266,양이 많아요,178,재료가 신선해요,167,매장이 넓어요,110,가성비가 좋아요,104,https://m.place.naver.com/restaurant/1548716472/review/visitor
감나무집기사식당,음식이 맛있어요,1058,음식이 빨리 나와요,346,혼밥하기 좋아요,345,반찬이 잘 나와요,337,가성비가 좋아요,319,양이 많아요,304,주차하기 편해요,247,친절해요,192,매장이 넓어요,166,재료가 신선해요,119,https://m.place.naver.com/restaurant/12985100/review/visitor
백식당,음식이 맛있어요,1292,재료가 신선해요,857,친절해요,740,매장이 청결해요,683,인테리어가 멋져요,535,특별한 메뉴가 있어요,480,특별한 날 가기 좋아요,252,혼밥하기 좋아요,249,술이 다양해요,209,가성비가 좋아요,164,https://m.place.naver.com/restaurant/1242070068/review/visitor
아뜨뜨,음식이 맛있어요,543,특별한 메뉴가 있어요,215,친절해요,173,재료가 신선해요,154,매장이 청결해요,146,혼밥하기 좋아요,130,양이 많아요,97,인테리어가 멋져요,55,가성비가 좋아요,40,특별한 날 가기 좋아요,31,https://m.place.naver.com/restaurant/1346211149/review/visitor
해브,음식이 맛있어요,533,재료가 신선해요,286,특별한 메뉴가 있어요,286,친절해요,278,인테리어가 멋져요,252,특별한 날 가기 좋아요,156,매장이 청결해요,119,양이 많아요,94,가성비가 좋아요,61,화장실이 깨끗해요,46,https://m.place.naver.com/restaurant/1304934400/review/visitor
카쿠시타,음식이 맛있어요,404,특별한 메뉴가 있어요,183,친절해요,131,재료가 신선해요,97,양이 많아요,89,인테리어가 멋져요,51,가성비가 좋아요,49,특별한 날 가기 좋아요,29,매장이 청결해요,29,혼밥하기 좋아요,28,https://m.place.naver.com/restaurant/1331305271/review/visitor
나이스누들,음식이 맛있어요,42,매장이 청결해요,28,재료가 신선해요,24,인테리어가 멋져요,21,친절해요,21,혼밥하기 좋아요,19,가성비가 좋아요,15,양이 많아요,12,매장이 넓어요,10,뷰가 좋아요,8,https://m.place.naver.com/restaurant/1218416154/review/visitor
서양면옥,음식이 맛있어요,478,특별한 메뉴가 있어요,334,친절해요,208,재료가 신선해요,173,인테리어가 멋져요,161,특별한 날 가기 좋아요,137,매장이 청결해요,89,양이 많아요,55,가성비가 좋아요,40,화장실이 깨끗해요,33,https://m.place.naver.com/restaurant/1800955905/review/visitor
연남화로,음식이 맛있어요,252,친절해요,212,특별한 날 가기 좋아요,90,인테리어가 멋져요,88,재료가 신선해요,79,가성비가 좋아요,76,특별한 메뉴가 있어요,72,매장이 청결해요,57,단체모임 하기 좋아요,30,직접 잘 구워줘요,20,https://m.place.naver.com/restaurant/1051445603/review/visitor
미미램양꼬치,음식이 맛있어요,281,가성비가 좋아요,245,양이 많아요,135,매장이 넓어요,70,친절해요,68,특별한 메뉴가 있어요,68,단체모임 하기 좋아요,57,재료가 신선해요,56,매장이 청결해요,17,특별한 날 가기 좋아요,11,https://m.place.naver.com/restaurant/1414485182/review/visitor
제주촌삼겹살,음식이 맛있어요,69,가성비가 좋아요,38,친절해요,30,양이 많아요,19,단체모임 하기 좋아요,14,재료가 신선해요,13,매장이 청결해요,8,매장이 넓어요,7,특별한 메뉴가 있어요,5,뷰가 좋아요,4,https://m.place.naver.com/restaurant/20883368/review/visitor
화담,음식이 맛있어요,330,특별한 메뉴가 있어요,214,술이 다양해요,208,친절해요,206,인테리어가 멋져요,144,대화하기 좋아요,114,매장이 청결해요,99,기본 안주가 좋아요,75,단체모임 하기 좋아요,49,화장실이 깨끗해요,49,https://m.place.naver.com/restaurant/1893109312/review/visitor
카멜로연남,음식이 맛있어요,1290,인테리어가 멋져요,718,친절해요,604,특별한 메뉴가 있어요,392,특별한 날 가기 좋아요,382,재료가 신선해요,273,매장이 청결해요,236,사진이 잘 나와요,177,양이 많아요,163,아늑해요,145,https://m.place.naver.com/restaurant/1237104695/review/visitor
연남 흑돼지,음식이 맛있어요,113,친절해요,73,재료가 신선해요,55,매장이 청결해요,37,특별한 메뉴가 있어요,22,양이 많아요,19,가성비가 좋아요,18,직접 잘 구워줘요,12,단체모임 하기 좋아요,12,화장실이 깨끗해요,10,https://m.place.naver.com/restaurant/1013534030/review/visitor
연남동느루,음식이 맛있어요,339,친절해요,199,특별한 메뉴가 있어요,145,재료가 신선해요,139,특별한 날 가기 좋아요,94,매장이 청결해요,77,인테리어가 멋져요,70,가성비가 좋아요,70,뷰가 좋아요,42,양이 많아요,37,https://m.place.naver.com/restaurant/36523247/review/visitor
문득 연남점,음식이 맛있어요,234,친절해요,141,특별한 메뉴가 있어요,133,인테리어가 멋져요,118,매장이 청결해요,102,재료가 신선해요,91,양이 많아요,86,가성비가 좋아요,83,특별한 날 가기 좋아요,77,매장이 넓어요,43,https://m.place.naver.com/restaurant/1599768379/review/visitor
무채색,음식이 맛있어요,144,친절해요,104,인테리어가 멋져요,87,특별한 메뉴가 있어요,69,대화하기 좋아요,62,매장이 청결해요,51,가성비가 좋아요,31,기본 안주가 좋아요,28,오래 머무르기 좋아요,26,음악이 좋아요,20,https://m.place.naver.com/restaurant/1146136386/review/visitor
동차밥,음식이 맛있어요,372,재료가 신선해요,241,친절해요,215,매장이 청결해요,175,양이 많아요,141,특별한 메뉴가 있어요,88,가성비가 좋아요,43,혼밥하기 좋아요,42,화장실이 깨끗해요,28,매장이 넓어요,26,https://m.place.naver.com/restaurant/35726772/review/visitor
쿠시모토,음식이 맛있어요,72,가성비가 좋아요,52,재료가 신선해요,48,친절해요,33,인테리어가 멋져요,27,특별한 메뉴가 있어요,25,특별한 날 가기 좋아요,23,양이 많아요,21,매장이 청결해요,18,혼밥하기 좋아요,4,https://m.place.naver.com/restaurant/1750453967/review/visitor
포가레 연남본점,음식이 맛있어요,770,양이 많아요,460,가성비가 좋아요,336,특별한 메뉴가 있어요,333,친절해요,326,재료가 신선해요,272,음식이 빨리 나와요,185,뷰가 좋아요,146,인테리어가 멋져요,137,매장이 청결해요,90,https://m.place.naver.com/restaurant/1436711710/review/visitor
수부니흐,음식이 맛있어요,350,특별한 날 가기 좋아요,220,특별한 메뉴가 있어요,212,친절해요,158,인테리어가 멋져요,128,재료가 신선해요,100,매장이 청결해요,90,가성비가 좋아요,69,화장실이 깨끗해요,31,양이 많아요,22,https://m.place.naver.com/restaurant/135080827/review/visitor
무채색 숲,음식이 맛있어요,71,친절해요,63,인테리어가 멋져요,56,특별한 메뉴가 있어요,46,매장이 청결해요,43,술이 다양해요,21,대화하기 좋아요,18,오래 머무르기 좋아요,17,가성비가 좋아요,13,기본 안주가 좋아요,11,https://m.place.naver.com/restaurant/1083602155/review/visitor
우와 연남점,음식이 맛있어요,401,친절해요,213,특별한 메뉴가 있어요,196,재료가 신선해요,121,매장이 청결해요,97,인테리어가 멋져요,85,특별한 날 가기 좋아요,64,양이 많아요,59,혼밥하기 좋아요,26,가성비가 좋아요,26,https://m.place.naver.com/restaurant/1225027833/review/visitor
차만다 연남점,음식이 맛있어요,438,특별한 메뉴가 있어요,325,인테리어가 멋져요,277,친절해요,250,특별한 날 가기 좋아요,215,매장이 청결해요,193,재료가 신선해요,117,차분한 분위기에요,69,화장실이 깨끗해요,59,뷰가 좋아요,53,https://m.place.naver.com/restaurant/1406467432/review/visitor
계담다,음식이 맛있어요,458,특별한 메뉴가 있어요,288,친절해요,235,인테리어가 멋져요,148,매장이 청결해요,85,술이 다양해요,57,기본 안주가 좋아요,54,가성비가 좋아요,42,화장실이 깨끗해요,42,양이 많아요,41,https://m.place.naver.com/restaurant/1301760508/review/visitor
